Start Time,End Time,Sentence,Translation,Emotion
"00:04:05,000","00:04:07,000",إنه إحنا برج العذراء شوي صعبين,It's the Virgin Tower. It's tough.,neutral
"00:04:07,000","00:04:08,000",بصريحين,Honestly.,neutral
"00:04:08,000","00:04:09,000",هو أنا ما بجامل كمان,It's me. I'm not flattered.,neutral
"00:04:09,000","00:04:10,000",بس مرات تعمل لي,Just times you work for me.,neutral
"00:04:11,000","00:04:12,000",دي حاجة حلوة إنه إنت direct,Dee is a sweet need. It's you.,neutral
"00:04:12,000","00:04:14,000",أنا حاسك إنت اللي مش direct,I'm your gut. You're the one who's not direct.,anger
"00:04:14,000","00:04:14,000",أنا مش direct؟,I'm not direct?,neutral
"00:04:14,000","00:04:15,000",تحب تلف و تدوري,She likes to twist and spin.,neutral
"00:04:15,000","00:04:17,000",طب يوليني مش سالكة,Dr. Yulini isn't safe.,neutral
"00:04:17,000","00:04:19,000",طيب بتحسي حالك سهلة ولا صعبة؟,"Okay, how are you feeling? Easy and not easy?",neutral
"00:04:22,000","00:04:23,000",طيب دي أسألك سؤال,"Okay, Dee, I'm asking you a question.",neutral
"00:04:23,000","00:04:24,000",إنتي فتاة..,You're a girl.,neutral
"00:04:25,000","00:04:27,000",أوكي دي أسألك سؤال,"Okay, Dee, I'm asking you a question.",neutral
"00:04:27,000","00:04:28,000",حكي لي الصفات فتاة أحلامك,Tell me the qualities of the girl of your dreams.,anger
"00:04:28,000","00:04:30,000",يكون جدع دي أهم حاجة,Grand Dee is the most important need.,neutral
"00:04:30,000","00:04:33,000",يكون بيحترمني جداً و يحترم موجودي جداً جداً,"He respects me very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very...",neutral
"00:04:33,000","00:04:35,000",و يكون بيعرف يعبر عن مشاعره,And he's a jerk who expresses his feelings.,anger
"00:04:35,000","00:04:36,000",أنا ما أعرف شعاري,I don't know my motto.,neutral
"00:04:37,000","00:04:37,000",أنا تتعلم,I'm learning.,neutral
"00:04:37,000","00:04:39,000",لما الواحد بيأخذ على الإنسان اللي قدامه,Why does one take the one that comes before him?,neutral
"00:04:39,000","00:04:41,000",بيبدأ إنه هو open up أكتر,It's starting to be open up more.,neutral
"00:04:41,000","00:04:42,000",بيشارك أكتر مشاعره,He shares his most intense feelings.,neutral
"00:04:42,000","00:04:43,000",آه إنتي بلش تساعديني من هسه,"Oh, you're not helping me.",neutral
"00:04:43,000","00:04:44,000",هنحاول هنحاول,We're gonna try. We're gonna try.,neutral
"00:04:45,000","00:04:46,000",طب إنت كشكل,You're a form of medicine.,neutral
"00:04:46,000","00:04:48,000",متخيل مثلاً فتاة أحلامك عاملة إزاي؟,"Imagine, for example, the girl of your dreams, working for Izzy?",anger
"00:04:48,000","00:04:50,000",أنا بحب البنت تكون جميلة,I love a girl. She's beautiful.,neutral
"00:04:50,000","00:04:54,000",خلينا أحكي يعني ما تكون لون شعرها أشجر,Let me tell you what the color of her hair is.,anger
"00:04:54,000","00:04:55,000",مثلاً,Like...,neutral
"00:04:55,000","00:04:56,000",عيون مش ملونين عادي,No ordinary colored eyes.,neutral
"00:04:56,000","00:04:58,000",ما أحب العيون مش ملونين,I don't like the eyes. They're not colorful.,neutral
"00:04:59,000","00:04:59,000",بتلعب جيم,By playing Jim.,neutral
"00:05:00,000","00:05:02,000",شخصيتها مرحة وحلوة يعني,Her character is fun and sweet means,neutral
"00:05:02,000","00:05:03,000",هيك يعني,Heck means...,neutral
"00:05:03,000","00:05:04,000",perfect يعني,Perfect means...,neutral
"00:05:04,000","00:05:05,000",مش perfect يعني عادي ممكن,Not perfect means normal as possible.,neutral
"00:05:05,000","00:05:07,000",أنا بالنسبة لي الشخصية مهمة يعني كثير,"For me, character means a lot.",neutral
"00:05:07,000","00:05:08,000",والجمال مهم,Beauty is important.,neutral
"00:05:08,000","00:05:10,000",بس ما بقدر أشيل هاي أو هاي,"It's just as much as Ashelle. Hey, hey, hey.",neutral
"00:05:10,000","00:05:11,000",إنتي بتلعب جيم؟,You're playing Jim?,neutral
"00:05:11,000","00:05:11,000",قليل قوي,A few strong.,neutral
"00:05:11,000","00:05:13,000",تهتمين بنظام الأكل تبعك؟,You care about your eating system?,neutral
"00:05:13,000","00:05:14,000",أو الدايت خلينا أحكي,Or the date. Let me tell.,neutral
"00:05:14,000","00:05:15,000",بص مش دايماً,"Look, it's not always...",neutral
"00:05:15,000","00:05:18,000",يعني الواحد برضو بيجي عليه فترة بيكون عايز يأكل يعني يبسط,It means one Peggy's consent has a Beckon period that wants to eat means simple.,anger
"00:05:18,000","00:05:20,000",آه يعني إنتي تخينة شوي؟,"Oh, you mean you're cheating on Choi?",neutral
"00:05:20,000","00:05:21,000",في مشكلة؟,In trouble?,neutral
"00:05:21,000","00:05:22,000",لا لا أنا بس بسألت,"No, no, I just asked.",neutral
"00:05:22,000","00:05:24,000",أنا بشوف نفسي balanced راضية,I'm seeing myself satisfied balanced.,neutral
"00:05:24,000","00:05:26,000",بس أنت يعني جريئ جداً,But you mean very bold.,neutral
"00:05:26,000","00:05:28,000",فيه ولد يسأل بنت سؤال زي ده,There's a boy asking a girl a question like that.,anger
"00:05:28,000","00:05:29,000",حكيت لك إني أنا صريح,"I told you, I'm being honest.",neutral
"00:05:29,000","00:05:33,000",صريح بس أنا معرفة واش ولا أعرف أي حاجة عنك,"Frankly, I know a snitch, and I don't know any need for you.",anger
"00:05:33,000","00:05:33,000",بس أنا مش عم بس,But I'm not. I'm just...,neutral
"00:05:33,000","00:05:36,000",مش خايف إن أنا مثلاً أحكم عليك إن أنت,"I'm not afraid that I'm, like, judging you if you're...",anger
"00:05:36,000","00:05:39,000",rude أو بجح أو وكح,Rhode or bragging or coughing.,neutral
"00:05:40,000","00:05:41,000",أنا بمزح,I'm kidding.,neutral
"00:05:41,000","00:05:43,000",بتمزح إيه إنت سألتني إنت تخينة,You're joking. You asked me. You're cheating.,neutral
"00:05:43,000","00:05:44,000",هلأ أسألك سؤال,Can I ask you a question?,neutral
"00:05:44,000","00:05:47,000",الواحد لما يكون بدايت بيحكي كل إشي جدي ولا بيمزح؟,Why did you start telling all my serious stuff and not kidding?,anger
"00:05:47,000","00:05:48,000",إنت ما كنتش بتمزح دلوقتي,You weren't kidding me.,neutral
"00:05:48,000","00:05:49,000",ليه؟,Why?,neutral
"00:05:49,000","00:05:51,000",خلاص نقفل الموضوع ده لو سمحت,"Let's get this over with, please.",neutral
"00:05:51,000","00:05:52,000",هاي مشكلة كبيرة صراحة,She's a big problem. Honestly.,neutral
"00:05:53,000","00:05:55,000",إيش الred flags اللي عندك على الشاب؟,Isn't the red flags you have on the guy?,neutral
"00:05:55,000","00:05:57,000",إنه حد يعلق على شكل حد,It's a limit stuck in the shape of a limit.,anger
"00:05:57,000","00:05:58,000",أوف,Ugh.,neutral
"00:05:58,000","00:06:00,000",طب أنا هذا اللي سويته قبل شوي؟,"What am I, the one you settled before Choi?",neutral
"00:06:00,000","00:06:01,000",أوه بالزبط,"Oh, right.",neutral
"00:06:01,000","00:06:02,000",بس إنتي فهمتيني غلط,But you got me wrong.,neutral
"00:06:02,000","00:06:02,000",ما يصحش,What's happening?,neutral
"00:06:02,000","00:06:04,000",لازم تعطيني مجال إني أشرح,You have to give me room. I'm explaining.,neutral
"00:06:04,000","00:06:07,000",فكرة البلاين ديت شو إن إحنا نعرف بعد,"Blaine Dit Shaw's idea, if we know yet.",neutral
"00:06:07,000","00:06:08,000",من غير seeing each other,Who doesn't see each other,neutral
"00:06:08,000","00:06:10,000",فأنت قسرت الموضوع وبوم,"You forced it, and Boom.",neutral
"00:06:10,000","00:06:11,000",إنت تخينة؟,You're cheating?,neutral
"00:06:11,000","00:06:14,000",يا سارة أنا آسف بس يعني ممكن عشان البلاين ديت مش بتعود,"Sarah, I'm sorry, it just means Blaine didn't get used to.",anger
"00:06:14,000","00:06:16,000",بدك تمشي لي الموضوع شوي,"You must be walking me around, Zoe.",neutral
"00:06:16,000","00:06:17,000",لا خلاص ما فيش مشكلة يا حسن,"No way. Nothing's wrong, Hassan.",neutral
"00:06:17,000","00:06:19,000",دي green flag أعتذر,De gren flag. I'm sorry.,neutral
"00:06:19,000","00:06:19,000",أكيد؟,Sure?,neutral
"00:06:19,000","00:06:20,000",أيوه,Uh-huh.,neutral
"00:06:20,000","00:06:21,000",يعني أنا مفتش بالred flags,"I mean, I'm an inspector of reed flashes.",neutral
"00:06:21,000","00:06:23,000",نص نص مش قادرة أقول لك أوه,I can't tell you...,neutral
"00:06:23,000","00:06:24,000",هلأ بنصلحها,Shall we fix it?,neutral
"00:06:24,000","00:06:25,000",خلاص ونطلع,Let's get out of here.,neutral
"00:06:25,000","00:06:27,000",بعدين أنا بلشت أحب مصر يا سارة يعني صراحة,"Then I'm like, ""I love Egypt, Sarah."" Honestly.",neutral
"00:06:27,000","00:06:27,000",بجد؟,Seriously?,neutral
"00:06:28,000","00:06:29,000",إيه أكتر حاجة عجبك؟,What more do you like?,neutral
"00:06:29,000","00:06:30,000",القاهرة بتجنن,Cairo is crazy.,neutral
"00:06:30,000","00:06:32,000",وناسها بتجننوا,And people are crazy.,neutral
"00:06:32,000","00:06:34,000",طيب يعني ممكن إنتي تحبيبيني أكتر بمصر؟,"Well, does that mean you're in love with me, more in Egypt?",anger
"00:06:34,000","00:06:35,000",يعني هنشوف الموضوع ده,It means we'll see about that.,neutral
"00:06:35,000","00:06:36,000",hopefully,Hopefully.,neutral
"00:06:37,000","00:06:39,000",طيب بقول لك إيه يا سارة,"Tell you what, Sarah.",neutral
"00:06:39,000","00:06:40,000",نعم يا حسن,"Yeah, okay.",neutral
"00:06:40,000","00:06:41,000",عطيتني rate منيح؟,You gave me an apocalypse?,neutral
"00:06:41,000","00:06:42,000",بصراحة نص نص,- Honestly. - Text.,neutral
"00:06:42,000","00:06:43,000",فيه حاجات اتفقنا فيها,It has needs that we agreed upon.,neutral
"00:06:43,000","00:06:45,000",وفيه حاجات اختلفنا فيها,And there's things we're different about.,anger
"00:06:45,000","00:06:46,000",بس دي أول segment يعني,B.D.'s first segment means,neutral
"00:06:46,000","00:06:48,000",فممكن درجاتك تتحسن على آخر,It's possible your grades are getting better at each other.,anger
"00:06:48,000","00:06:50,000",أنا عطيتك rate جيد,I gave you a good rate.,neutral
"00:06:50,000","00:06:51,000",ماشي أما نشوف,"All right, we'll see.",neutral
"00:07:01,000","00:07:03,000",أوكي أنا صراحة حاس حاليا شوي,"Okay, I'm honestly sensed right now, Choi.",neutral
"00:07:03,000","00:07:05,000",عم بكون زنخ شوي,Uncle Zheng Shui.,neutral
"00:07:05,000","00:07:05,000",بترشيني زنخ؟,"""Prish me a squirrel""?",neutral
"00:07:06,000","00:07:07,000",لا دي كلمة جديدة عليا,"No, D... new word for me.",neutral
"00:07:07,000","00:07:08,000",زنخ يعني بايخ,Zinc means shit.,neutral
"00:07:08,000","00:07:09,000",بايخ؟,A peach?,neutral
"00:07:09,000","00:07:10,000",أه,Uh...,neutral
"00:07:10,000","00:07:10,000",معرفوش,Know-how.,neutral
"00:07:10,000","00:07:12,000",حسن إني سمعتها من مصري,"Well, I heard it from an Egyptian.",neutral
"00:07:12,000","00:07:14,000",تعرف يا هدا الزنخ تبع الساردين؟,You know what?,neutral
"00:07:14,000","00:07:15,000",بين؟,Ben?,neutral
"00:07:15,000","00:07:16,000",من أ معرفش,From the top of the table.,neutral
"00:07:16,000","00:07:17,000",هو هيك يحكو له زنخ,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!",anger
"00:07:17,000","00:07:19,000",إنه عم بكون تجيل دم شوي,It's Uncle Zoey's bloodwork.,neutral
"00:07:19,000","00:07:20,000",نحن عم نحاول نكون متفاهمين مع بعض,We're what we're trying to do. We're getting along.,neutral
"00:07:20,000","00:07:22,000",بتعلم تتكلم على المال,"You know, talking about money.",neutral
"00:07:23,000","00:07:23,000",والله مهم,And God is important.,neutral
"00:07:23,000","00:07:25,000",تخش في المهمة على طول,You're afraid of the mission along the way.,neutral
"00:07:25,000","00:07:26,000",سمعي مهم المصاري صراحة,My hearing is critical. Honestly.,neutral
"00:07:26,000","00:07:28,000",بساعد كثير بأنه يبني شخصية الواحد,It's a lot of help that he's building a character.,anger
"00:07:28,000","00:07:29,000",يبني مستقبله,He's building his future.,neutral
"00:07:29,000","00:07:32,000",حس إنه لو الإنسان,A sense of human leukemia.,neutral
"00:07:32,000","00:07:34,000",مكفيك مش هتبص للماديات,"McVeak, I'm not gonna stick to anything.",anger
"00:07:34,000","00:07:36,000",بس كمان الماديات مهمة جداً يعني,"But violin... material is very important, which means...",neutral
"00:07:36,000","00:07:37,000",أكيد ما هي بتساعد برضه,"Sure, what she's helping with his approval.",neutral
"00:07:37,000","00:07:38,000",بس إنت مثلاً شايف,But you're like a chef.,neutral
"00:07:38,000","00:07:40,000",لو إحنا على موعد,"If we're on a date,",neutral
"00:07:40,000","00:07:42,000",شايف المفروض مين يتكفل بالموعد,Shiv is supposed to be taking care of the date.,neutral
"00:07:42,000","00:07:44,000",يعني أنا بالنسبة إلي أكيد الشاب,"I mean, to me, sure, the guy...",neutral
"00:07:44,000","00:07:45,000",صراحة,Honestly.,neutral
"00:07:45,000","00:07:46,000",أنا بشوف كده برضه,I'm telling him he's okay.,neutral
"00:07:46,000","00:07:48,000",بحس إن ده تعبير عن إنه هو,"In a sense, it's an expression of who he is.",neutral
"00:07:48,000","00:07:49,000",شخص مسؤول,Someone responsible.,neutral
"00:07:49,000","00:07:50,000",بس كده كده هعرض,That's it. That's it. That's it.,neutral
"00:07:50,000","00:07:52,000",وكده كده لازم أرده له في يومها,And that's how I have to pay him back one day.,anger
"00:07:52,000","00:07:53,000",ممكن الأفضل بالنسبة إلي صراحة,"It's probably best for me, honestly.",neutral
"00:07:53,000","00:07:55,000",إنه مثلاً أنا طالعني وياكي ديت,It's like I'm being bullied and Jackie Ditt.,anger
"00:07:55,000","00:07:56,000",أكيد أنا اللي هتدفع,Of course I'm the one who's paying.,neutral
"00:07:56,000","00:07:59,000",بس ممكن أنت يكون في بالك إنه أنا جبتلك هدية,It's just... it's just... it's just... it's just... it's just... it's just that I brought you a present.,anger
"00:07:59,000","00:08:01,000",لو صغيرة أو معنوية ما عنديش مشكلة,"If it's small or spirit, it's not a problem.",neutral
"00:08:01,000","00:08:02,000",بس إنه هاي بشوفها إشي حلو يعني,It's just... it's just... it's... it's just... it's... it's just... it's... it's just... it's... it's... it's... it's... it's... it's... it's sweet... it means...,anger
"00:08:02,000","00:08:03,000",هلأ بالزواج,Can we get married?,neutral
"00:08:03,000","00:08:05,000",ما بعرف إنتوا عندكم في مصر غير عندنا,What do you know that you have in Egypt is not ours?,anger
"00:08:05,000","00:08:06,000",نص بالنص,Text text,neutral
"00:08:07,000","00:08:09,000",إحنا عندنا شاب يدفع كل حاجة,We've got a guy paying for everything.,neutral
"00:08:09,000","00:08:09,000",طب حلو قوي,Good medicine.,neutral
"00:08:09,000","00:08:10,000",حلو؟,Sweet?,neutral
"00:08:10,000","00:08:10,000",برضه,With his approval.,neutral
"00:08:10,000","00:08:11,000",أوه والله,"Oh, God.",neutral
"00:08:11,000","00:08:12,000",هسألك سؤالية حسونا,I'll ask you a question. All right.,neutral
"00:08:12,000","00:08:13,000",آه حسونا حبيت,"Ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah.",neutral
"00:08:13,000","00:08:14,000",أيوة حسونا,"Ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah.",neutral
"00:08:14,000","00:08:16,000",والله إحنا عم نوصل مكان حلو صراحة,"And God, we're driving somewhere sweet. Honestly.",neutral
"00:08:16,000","00:08:16,000",مش حسونا بس,"It's not okay, it's just...",neutral
"00:08:17,000","00:08:18,000",كمان؟,A violin?,neutral
"00:08:18,000","00:08:18,000",أي,A-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-,neutral
"00:08:18,000","00:08:20,000",الأقام حتزيد كمان شوي بالراتينغ,Stay till you increase your violin.,neutral
"00:08:20,000","00:08:21,000",أوه أنا حس كده برضه,"Oh, I'm so flattered.",neutral
"00:08:21,000","00:08:22,000",أنا انبسطت قوي يعني,"I'm so strong, it means...",neutral
"00:08:22,000","00:08:23,000",سأليني أسئلة,He asked me questions.,neutral
"00:08:23,000","00:08:25,000",أنت قلت إنه في الكولتر بتاعت الأردن,You said he's at the counter in Jordan.,neutral
"00:08:25,000","00:08:27,000",الولد هو اللي بيشيل الليلة كلها,The boy's the one who's been walking around all night.,anger
"00:08:27,000","00:08:30,000",هل بعد كده بقى بعد الزواج,Is that how he stayed after the wedding?,neutral
"00:08:30,000","00:08:32,000",الولد برضه بيفضل يشيل الليلة,The boy has his consent tonight.,neutral
"00:08:32,000","00:08:34,000",ولا هل بتبدأ بقى الدنيا تتقسم,Nor do you begin to swear the rest of the world.,anger
"00:08:34,000","00:08:35,000",ما بينهم هما الاتنين,It's the dragons among them.,neutral
"00:08:35,000","00:08:36,000",يعني شوفي فيه ناس,It means heal people.,neutral
"00:08:36,000","00:08:38,000",تتفق مع بعض إنه لا,You agree with each other. He doesn't...,neutral
"00:08:38,000","00:08:40,000",إحنا بعد الزواج بنصير,It's a victory after marriage.,neutral
"00:08:40,000","00:08:41,000",نتقسم إنت عليك الأكل,Swear. You have to eat.,neutral
"00:08:41,000","00:08:43,000",أنا علي البيت,I'm home.,neutral
"00:08:43,000","00:08:45,000",والأولاد ووا ووا ووا,"And the kids. Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa.",anger
"00:08:45,000","00:08:46,000",وفيه ناس لا بيقولك أنا,And there are people who don't say I am.,neutral
"00:08:46,000","00:08:47,000",بحاسب كل شي,On the computer of everything.,neutral
"00:08:47,000","00:08:48,000",أيوة أنا مش عايز أعرف عن الناس,I don't want to know about people.,neutral
"00:08:48,000","00:08:49,000",أنا عايز أعرف عنك أنت,I want to know about you.,neutral
"00:08:49,000","00:08:50,000",بتعرف عليك أنت,Meet you.,neutral
"00:08:50,000","00:08:51,000",أنا صراحة,I'm being honest.,neutral
"00:08:51,000","00:08:53,000",بستمتع إني أنا أدفع دائما,Enjoy. I always pay.,neutral
"00:08:53,000","00:08:54,000",تستمتع؟,Having fun?,neutral
"00:08:54,000","00:08:55,000",بستمتع,Have fun.,neutral
"00:08:55,000","00:08:57,000",يعني أنا بستمتع لما أنا حاسب عن الناس,It means I enjoy what I'm doing for people.,neutral
"00:08:57,000","00:08:59,000",يعني بحب هذا الشعور قوي,"It means by loving this feeling, it's powerful.",anger
"00:08:59,000","00:09:01,000",تستمتع بتستمتع يعني؟,Enjoying fun means?,neutral
"00:09:01,000","00:09:01,000",آه والله,"Oh, God.",neutral
"00:09:01,000","00:09:02,000",مش حجزب عليك,There's no booking on you.,neutral
"00:09:03,000","00:09:04,000",لا والله كثير هيك,"No, God's too much, Heck.",neutral
"00:09:04,000","00:09:05,000",طب هو بتستمتع يعني وراضي,Medicine is fun. It's good.,neutral
"00:09:05,000","00:09:07,000",مش اللي هو بقى بتقفقف,Why didn't he just jump?,neutral
"00:09:07,000","00:09:08,000",أنا هيدا أنا أدفع لك ده وده وده,I'm Hida. I'm paying you back.,neutral
"00:09:08,000","00:09:09,000",طب لو أنا خارجين مثلاً,"Like, medicine if I'm going out.",neutral
"00:09:09,000","00:09:11,000",وصحابي البنات جم قعدوا معينا,"And the girls' buddies, they sat down.",neutral
"00:09:11,000","00:09:12,000",هتدفع لهم برضه,You pay them with his consent.,neutral
"00:09:12,000","00:09:13,000",ولا هتقولهم لا حاسبوا,And don't say it. Don't account.,neutral
"00:09:13,000","00:09:13,000",شيلوا سليطكوا بقى,Shiloo your dynasty stays.,neutral
"00:09:14,000","00:09:15,000",ما أتوقعش,What I'm expecting.,neutral
"00:09:15,000","00:09:16,000",بس ممكن أحاسب عنك صراحة,But I can honestly be held accountable for you.,neutral
"00:09:16,000","00:09:17,000",أكيد,Sure.,neutral
"00:09:17,000","00:09:18,000",بس مش ها,But I don't.,neutral
"00:09:18,000","00:09:19,000",بس صحابي نو,"It's my friends, No.",neutral
"00:09:19,000","00:09:19,000",بس أنا,But it's me.,neutral
"00:09:19,000","00:09:20,000",طب لو عيد ميلادي مثلاً,"Like, medicine for my birthday.",neutral
"00:09:20,000","00:09:22,000",آه أكيد أنا هحاسب عن كل حاجة,"Oh, sure, I'm an accountant for everything.",neutral
"00:09:33,000","00:09:35,000",هحوش لها بالمصري؟,Her monsters with an Egyptian?,neutral
"00:09:35,000","00:09:36,000",هتحوش لها آه,"Ah, monsters for her.",neutral
"00:09:36,000","00:09:37,000",هحوش لها بالمصري يعني,Her monsters in Egypt mean...,neutral
"00:09:37,000","00:09:39,000",يعني مقعد أحوش فلوس,It means a monster chair.,neutral
"00:09:39,000","00:09:41,000",أحط فلوس فوق فلوس فوق فلوس,I'm making a nap over a nap over a nap over a nap over a nap.,anger
"00:09:41,000","00:09:42,000",عشان أجيب لك الهداية اللي أنت عايزها,I'm gonna answer you for the gift you want.,anger
"00:09:42,000","00:09:44,000",سارة أنا عندي مشكلة شوي يعني بالمصري,"Sarah, I've got a problem with Choi that means Egyptian.",anger
"00:09:44,000","00:09:45,000",فعشان هيك مش عم بفهم كل,It's about Heck. It's about understanding everything.,anger
"00:09:45,000","00:09:47,000",لا عايزي هتتعود,"No, I want you to get used to it.",neutral
"00:09:47,000","00:09:47,000",هتعوديني؟,Will you come back?,neutral
"00:09:47,000","00:09:49,000",اللقنة سهلة بس لما تاخد عليها,"It's easy, but it's not what you take.",neutral
"00:09:49,000","00:09:50,000",كده كده يعني,That's what that means.,neutral
"00:09:50,000","00:09:52,000",كده كده ده كلمتي,That's it. That's it. That's my word.,neutral
"00:09:52,000","00:09:54,000",هاي الكلمة تعلمتها جديد,Here's the word. I learned it new.,neutral
"00:09:54,000","00:09:54,000",كده كده,That's it.,neutral
"00:09:56,000","00:09:58,000",يعني اسمها أنا ما أبقي كرات,It means her name. I don't keep balls.,neutral
"00:09:58,000","00:09:59,000",سرعة,Speed.,neutral
"00:10:00,000","00:10:02,000",بالعادة أنا بحسه صعب,Normally I'm in a tough sense.,neutral
"00:10:02,000","00:10:03,000",فمعطيك ريت قسطوري,So give you Rhett Cathory.,neutral
"00:10:03,000","00:10:05,000",عشان أنت فيكي وأنا كمان,Because you're Vicky and I'm a violin.,neutral
"00:10:05,000","00:10:06,000",هتتفاجئ,You're surprised.,neutral
"00:10:06,000","00:10:08,000",بما أنه أنا معطيك هذا الريت معناتو,"Since it's me giving you this rhette, it's me.",anger
"00:10:08,000","00:10:09,000",إحنا عم نوصل لمكان حلو جداً,We're getting to a very sweet place.,neutral
"00:10:09,000","00:10:11,000",مع أنها كانت روف ستورت,Although it was Rove Stuart.,neutral
"00:10:11,000","00:10:12,000",بس دلوقتي لا خلاص,"Just now, no redemption.",neutral
"00:10:12,000","00:10:15,000",لا دلوقتي بقينا حبايب وزاز قوي,"No, no, no, no, no, no, no, no, no, no, no, no.",neutral
"00:10:15,000","00:10:16,000",يا رب نفضل كده لآخر الحلقة,"Lord, we prefer this to the end of the episode.",neutral
"00:10:16,000","00:10:17,000",لا لا كده هنفضل,"No, no, no, no. We'll go.",neutral
"00:10:17,000","00:10:19,000",هنكون أحسن من كده بحس,We're gonna be better than that.,neutral
"00:10:19,000","00:10:20,000",وأنا كمان برضه,And I'm a violin of his approval.,neutral
"00:10:31,000","00:10:32,000",ستيك ترياكي,Stick Treyucky.,neutral
"00:10:32,000","00:10:34,000",والله وشكله زاكي قوي,And God looks like a powerful Zachy.,neutral
"00:10:34,000","00:10:36,000",أنا مش عارفة ده تشيكن ولا شريمتة ولا إيه,"I don't know this chicken, or shitty, or any of it.",anger
"00:10:36,000","00:10:37,000",لا تشيك,Don't chick.,neutral
"00:10:37,000","00:10:38,000",أنت بتحب الستيك؟,You like steaks?,neutral
"00:10:38,000","00:10:39,000",أحب الستيك جداً,I love steak so much.,neutral
"00:10:40,000","00:10:41,000",جداً,Very.,neutral
"00:10:41,000","00:10:42,000",شوف لي كيه إذا إنه زاكي أو لا,Show me if it's Zachy or not.,neutral
"00:10:42,000","00:10:43,000",ماشي يلا وأنا كمان هدو,"Okay, let's go. I'm a tranquilizer.",neutral
"00:10:44,000","00:10:46,000",جداً جيد,Very good.,neutral
"00:10:46,000","00:10:48,000",حسونة أنت بتحب الليلة وكده,"Well, you love tonight and so on.",neutral
"00:10:48,000","00:10:51,000",ولا بتفضل أن أنت مثلاً تخرج في حتة هادية بقى,And you don't want to go out in a serenity.,anger
"00:10:51,000","00:10:53,000",شوفي مبدئياً أنا حسونة حبها قوي صراحة,"First of all, I'm her lover. Honestly strong.",neutral
"00:10:54,000","00:10:56,000",يعني آه حبيتها منك يعني,"It means, uh, her love of you means...",neutral
"00:10:56,000","00:10:58,000",هيطلع معك غزل منيح,You're getting a beanbag.,neutral
"00:10:58,000","00:10:59,000",أيوة ححاول هحاول هنشوف,"If he tries, he'll try to find out.",neutral
"00:10:59,000","00:11:00,000",شربنا في الغزل؟,We drank at the deer?,neutral
"00:11:00,000","00:11:01,000",معرفش هنشوف,Henshew's knowledge.,neutral
"00:11:01,000","00:11:03,000",طيب أوكي هجوبك على السؤال,"Okay, okay, let me ask you something.",neutral
"00:11:03,000","00:11:04,000",إذا كنت في الأردن مثلاً,"If you're in Jordan, for example.",neutral
"00:11:04,000","00:11:07,000",يعني بضل رايق وهادي,It means cheerleading and cheerleading.,neutral
"00:11:07,000","00:11:08,000",إذا طلعت برا بسافر برا,"If I go wild, I go wild.",neutral
"00:11:08,000","00:11:10,000",ممكن أطلع أسهر في أماكن,I could share a couple of evenings in places.,neutral
"00:11:10,000","00:11:11,000",أجرب أماكن جديدة,Try new places.,neutral
"00:11:11,000","00:11:14,000",أنا لازم أحكي لك شغلة عني سارة,"I have to tell you a job about me, Sarah.",neutral
"00:11:14,000","00:11:15,000",أنا بقدر أصحابي كتير,I'm as much of a buddy as I am.,neutral
"00:11:15,000","00:11:18,000",طيب لما يبقى فيه بارتنير وأصحابك,Good for what's left of Bartner and your friends.,neutral
"00:11:18,000","00:11:19,000",إزاي هتعمل توافق بينهم؟,"Izzy, are you gonna work with them?",neutral
"00:11:19,000","00:11:21,000",لازم الاثنين يتوافقوا مع بعض,It took both of them to get along.,neutral
"00:11:21,000","00:11:22,000",طيب ولو لأ؟,"Okay, no?",neutral
"00:11:22,000","00:11:24,000",إذا ما توافقوش مشكلة,If there's a problem...,neutral
"00:11:24,000","00:11:25,000",يعني عن جد مشكلة,It means there's a problem.,neutral
"00:11:25,000","00:11:26,000",لأنه أنا أغلب وقتي,Because I'm most of my time.,neutral
"00:11:26,000","00:11:27,000",يعني مثلاً إذا بشتغل,"It means, for example, if you work.",neutral
"00:11:27,000","00:11:29,000",لازم آخر الليل أشوف أصحابي,I need to be late at night. I'm seeing my buddies.,anger
"00:11:29,000","00:11:30,000",إزاي القهوة عندنا كده؟,We have coffee like this?,neutral
"00:11:30,000","00:11:30,000",تقريباً,Almost.,neutral
"00:11:30,000","00:11:32,000",في الأردن بقى إيه المتعرف عليه غير القهوة؟,"In Jordan, who's still known as besides coffee?",neutral
